ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
1271;Carmel Hoffen;Dr.;16 Oak Street;;07666;Teaneck;US;;973-331-3069;P;5;EN;Carmel_Hoffen@Teaneck.net;
1272;Walter Wohl;Herr;Carl-Metz Strasse 3;;68163;Mannheim;DE;;0049 621 8282693;P;10;DE;Walter_Wohl@Mannheim.net;
1273;Johann Lindwurm;Herr;Ausfallstr. 220;;11111;Berlin;DE;;030 72545675;P;15;DE;Johann_Lindwurm@Berlin.net;
1274;Dr. Anna Jeremias;Frau;Lerchenstr. 181;;86343;Koenigsbrunn;DE;;08912 44376;P;0;DE;Anna_Jeremias@Koenigsbrunn.net;
1275;Ida Buchholm;Frau;Dudweilerstr. 229;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Buchholm@St.Ingbert.net;
1276;Ludwig Lindwurm;Herr;Wilhelminentr. 25;;64283;Darmstadt;DE;;06151 77372;P;10;DE;Ludwig_Lindwurm@Darmstadt.net;
1277;Anneliese Neubasler;Frau;Am Deich 171;;23056;Buxtehude;DE;;02033 897;P;15;DE;Anneliese_Neubasler@Buxtehude.net;
1278;Christine Lautenbach;Frau;Emil-Heckel-Str. 111;;68163;Mannheim;DE;;0621/812547;P;0;DE;Christine_Lautenbach@Mannheim.net;
1279;Irene Buehler;Frau;Akazienweg 251;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Buehler@Langwedel.net;
1280;Laura Barth;Frau;Raupelsweg 23;;60118;Mainz;DE;;06221 934 432;P;10;DE;Laura_Barth@Mainz.net;
1281;Horst Simonen;Herr;Elzstrasse 238;;79312;Emmendingen;DE;;07641 927813;P;15;DE;Horst_Simonen@Emmendingen.net;
1282;Guillermo Ryan;Mr.;11 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;0;ES;Guillermo_Ryan@Madrid.net;
1283;Johann Sisko;Herr;Ausfallstr. 59;;11111;Berlin;DE;;030 72545675;P;5;DE;Johann_Sisko@Berlin.net;
1284;Christine Picard;Frau;Emil-Heckel-Str. 212;;68163;Mannheim;DE;;0621/812547;P;10;DE;Christine_Picard@Mannheim.net;
1285;Friedrich Domenech;Herr;Friedensallee 36;;63263;Neu-Isenburg;DE;;06227 12345;P;15;DE;Friedrich_Domenech@Neu-Isenburg.net;
1286;Achim Vrsic;Herr;Rankestr. 203;;76137;Karlsruhe;DE;;0721 37758;P;0;DE;Achim_Vrsic@Karlsruhe.net;
1287;Juan Matthaeus;Sr.;192 Fuenlabrada;;28017;Madrid;ES;;914782397;P;5;ES;Juan_Matthaeus@Madrid.net;
1288;Lothar Lautenbach;Herr;Stiftsbogen 199;;81375;Muenchen;DE;BAY;089 8828838;P;10;DE;Lothar_Lautenbach@Muenchen.net;
1289;Christine Hansmann;Frau;Emil-Heckel-Str. 20;;68163;Mannheim;DE;;0621/812547;P;15;DE;Christine_Hansmann@Mannheim.net;
1290;Theresia Ryan;Frau;Arndtstrasse 148;;71116;Gaertringen;DE;;07034 / 299934;P;0;DE;Theresia_Ryan@Gaertringen.net;
1291;Ulla Buchholm;Frau;Gruenlingweg 232;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Ulla_Buchholm@Wiesloch.net;
1292;Lee Sisko;Mr.;128 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Sisko@Boulder.net;
1293;Uli Koller;Frau;Franz-Marc-Str. 241;;70111;Reutlingen;DE;;0734 372509;P;15;DE;Uli_Koller@Reutlingen.net;
1294;Georg Lautenbach;Herr;Caspar-David-Friedrich-Str. 14;;69190;Walldorf;DE;;06227/57188;P;0;DE;Georg_Lautenbach@Walldorf.net;
1295;Florian Leisert;Herr;Gruenlingweg 73;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Leisert@Wiesloch.net;
1296;Thilo Lautenbach;Herr;Zwischergasse 79;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_Lautenbach@Dielheim.net;
1297;Andreas Kirk;Herr;Hasnerstrasse 219;;4020;Linz;AT;;0732 652149;P;15;DE;Andreas_Kirk@Linz.net;
1298;Uli Sommer;Frau;Franz-Marc-Str. 87;;70111;Reutlingen;DE;;0734 372509;P;0;DE;Uli_Sommer@Reutlingen.net;
1299;Irmtraut Legrand;Frau;Max-Planck-Str. 30;;63150;Heusenstamm;DE;;06104 554433;P;5;DE;Irmtraut_Legrand@Heusenstamm.net;
1300;Allen Moyano;Mr.;185 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;10;EN;Allen_Moyano@N.Massapequa.net;
1301;Amelie Benjamin;Frau;Froschstr. 227;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Benjamin@Amelie.net;
1302;Anne-Marie Lautenbach;Frau;Marktplatz 133;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Lautenbach@Nuernberg.net;
1303;Fabio Jacqmain;Mr.;Via Giulio Cesare 43;;00195;Roma;IT;;3452738785;P;5;IT;Fabio_Jacqmain@Roma.net;
1304;Cindy Trensch;Mrs;190 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Trensch@Arlington.net;
1305;Guenther Hunter;Herr;Jacobistrasse 57;;79104;Freiburg;DE;;0761 475633;P;15;DE;Guenther_Hunter@Freiburg.net;
1306;Anne-Marie Matthaeus;Frau;Marktplatz 61;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Matthaeus@Nuernberg.net;
1307;Chantal Sisko;Mme;213 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;5;FR;Chantal_Sisko@Vlizy.net;
1308;Anne-Marie Columbo;Frau;Marktplatz 6;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Columbo@Nuernberg.net;
1309;Laura Koller;Frau;Raupelsweg 221;;60118;Mainz;DE;;06221 934 432;P;15;DE;Laura_Koller@Mainz.net;
1310;Peter Marshall;Herr;Karl-Marx-Allee 247;;16233;Potsdam;DE;;03224 78655;P;0;DE;Peter_Marshall@Potsdam.net;
1311;Benjamin Kreiss;Mr;54 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;5;EN;Benjamin_Kreiss@NewOrleans.net;
1312;Marta Martin;Sra.;15 Camelias;;08014;Barcelona;ES;;932374423;P;10;ES;Marta_Martin@Barcelona.net;
1313;Hendrik Heller;Herr;Auf dem Huegel 248;;75757;Elsenz;DE;;07272 757575;P;15;DE;Hendrik_Heller@Elsenz.net;
1314;Roland Sessler;Herr;Gemeindestr. 102;;79761;Waldshut;DE;;07751 800753;P;0;DE;Roland_Sessler@Waldshut.net;
1315;Johannes Ryan;Herr;Leichhof 27;;55128;Mainz;DE;;06131 125627;P;5;DE;Johannes_Ryan@Mainz.net;
1316;Benjamin Matthaeus;Mr;193 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;10;EN;Benjamin_Matthaeus@NewOrleans.net;
1317;Florian Madeira;Herr;Gruenlingweg 225;;69180;Wiesloch;DE;;06222 12345;P;15;DE;Florian_Madeira@Wiesloch.net;
1318;Annemarie Pan;Frau;Stauboernchenstrasse 76;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Pan@Kaiserslautern.net;
1319;Georg Domenech;Herr;Caspar-David-Friedrich-Str. 20;;69190;Walldorf;DE;;06227/57188;P;5;DE;Georg_Domenech@Walldorf.net;
1320;Holm Domenech;Herr;Muehltalstr. 101;;69121;Heidelberg;DE;;06221 54321;P;10;DE;Holm_Domenech@Heidelberg.net;
1321;Laura Sommer;Frau;Raupelsweg 58;;60118;Mainz;DE;;06221 934 432;P;15;DE;Laura_Sommer@Mainz.net;
1322;Simon Leisert;M;rue de Moillebeau 149;;1211;Genve;CH;;+41 22 730 4003;P;0;FR;Simon_Leisert@Genve.net;
1323;Irene Weiss;Frau;Akazienweg 180;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Weiss@Langwedel.net;
1324;Jean-Luc Martin;Herr;115 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;10;FR;Jean-Luc_Martin@Paris.net;
1325;Sophie Trensch;Frau;Mutterstadter Str. 195;;67105;Schifferstadt;DE;;0049 6235 93317;P;15;DE;Sophie_Trensch@Schifferstadt.net;
1326;Mathilde DOultrement;Frau;Erlengrund 207;;68789;St. Leon-Rot;DE;;06227 13813;P;0;DE;Mathilde_DOultrement@St.Leon-Rot.net;
1327;Benjamin Picard;Mr;80 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;5;EN;Benjamin_Picard@NewOrleans.net;
1328;Pierre Deichgraeber;M;230 route de Pgomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;10;FR;Pierre_Deichgraeber@Grasse.net;
1329;Simon Vrsic;M;rue de Moillebeau 52;;1211;Genve;CH;;+41 22 730 4003;P;15;FR;Simon_Vrsic@Genve.net;
1330;Walter DOultrement;Herr;Carl-Metz Strasse 2;;68163;Mannheim;DE;;0049 621 8282693;P;0;DE;Walter_DOultrement@Mannheim.net;
1331;Walter Gutenberg;Herr;Carl-Metz Strasse 183;;68163;Mannheim;DE;;0049 621 8282693;P;5;DE;Walter_Gutenberg@Mannheim.net;
1332;Irmtraut Weiss;Frau;Max-Planck-Str. 14;;63150;Heusenstamm;DE;;06104 554433;P;10;DE;Irmtraut_Weiss@Heusenstamm.net;
1333;Thomas Leisert;Mr.;277 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;15;EN;Thomas_Leisert@Chicago.net;
1334;Irene Lindwurm;Frau;Akazienweg 273;;27299;Langwedel;DE;;04232 16212;P;0;DE;Irene_Lindwurm@Langwedel.net;
1335;Johann Buehler;Herr;Ausfallstr. 112;;11111;Berlin;DE;;030 72545675;P;5;DE;Johann_Buehler@Berlin.net;
1336;Irene Leisert;Frau;Akazienweg 268;;27299;Langwedel;DE;;04232 16212;P;10;DE;Irene_Leisert@Langwedel.net;
1337;Ludwig Moyano;Herr;Wilhelminentr. 78;;64283;Darmstadt;DE;;06151 77372;P;15;DE;Ludwig_Moyano@Darmstadt.net;
1338;Irmtraut Henry;Frau;Max-Planck-Str. 200;;63150;Heusenstamm;DE;;06104 554433;P;0;DE;Irmtraut_Henry@Heusenstamm.net;
1339;Irene Delon;Frau;Akazienweg 71;;27299;Langwedel;DE;;04232 16212;P;5;DE;Irene_Delon@Langwedel.net;
1340;Ludwig Hoffen;Herr;Wilhelminentr. 108;;64283;Darmstadt;DE;;06151 77372;P;10;DE;Ludwig_Hoffen@Darmstadt.net;
1341;Simon Buchholm;M;rue de Moillebeau 167;;1211;Genve;CH;;+41 22 730 4003;P;15;FR;Simon_Buchholm@Genve.net;
1342;Lothar Sudhoff;Herr;Hauptstr. 233;;69180;Walldorf;DE;;06227 12345;P;0;DE;Lothar_Sudhoff@Walldorf.net;
1343;Siegfried Kirk;Herr;Schillerstr. 139;;15344;Strausberg;DE;;03342 365749;P;5;DE;Siegfried_Kirk@Strausberg.net;
1344;Cindy Heller;Mrs;202 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;10;EN;Cindy_Heller@Arlington.net;
1345;Irmtraut Delon;Frau;Max-Planck-Str. 90;;63150;Heusenstamm;DE;;06104 554433;P;15;DE;Irmtraut_Delon@Heusenstamm.net;
1346;Lothar Neubasler;Herr;Stiftsbogen 85;;81375;Muenchen;DE;BAY;089 8828838;P;0;DE;Lothar_Neubasler@Muenchen.net;
1347;Andreas Gahl;Herr;Hasnerstrasse 266;;4020;Linz;AT;;0732 652149;P;5;DE;Andreas_Gahl@Linz.net;
1348;Fabio Martin;Mr.;Via Giulio Cesare 50;;00195;Roma;IT;;3452738785;P;10;IT;Fabio_Martin@Roma.net;
1349;Lee Hoffen;Mr.;4 17th St.;;09765;Boulder;US;;516-865-1547;P;15;EN;Lee_Hoffen@Boulder.net;
1350;August Koller;Herr;Alte Reichsstr. 178;;66464;Homburg;DE;;06841 53232;P;0;DE;August_Koller@Homburg.net;
1351;Salvador Henry;Sr.;123 Piedad;;41006;Sevilla;ES;;953345728;P;5;ES;Salvador_Henry@Sevilla.net;
1352;Claire Schneider;Frau;Meerfeldstr. 169;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;10;DE;Claire_Schneider@Mannheim-Lindenhof.net;
1353;Laura Montero;Frau;Raupelsweg 142;;60118;Mainz;DE;;06221 934 432;P;15;DE;Laura_Montero@Mainz.net;
1354;Annemarie Wohl;Frau;Stauboernchenstrasse 280;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;0;DE;Annemarie_Wohl@Kaiserslautern.net;
1355;Anneliese Deichgraeber;Frau;Am Deich 156;;23056;Buxtehude;DE;;02033 897;P;5;DE;Anneliese_Deichgraeber@Buxtehude.net;
1356;Salvador Kreiss;Sr.;174 Piedad;;41006;Sevilla;ES;;953345728;P;10;ES;Salvador_Kreiss@Sevilla.net;
1357;Anna Schneider;Frau;N7, 84;;68161;Mannheim;DE;;0621/25871;P;15;DE;Anna_Schneider@Mannheim.net;
1358;Thilo Legrand;Herr;Zwischergasse 37;;23496;Dielheim;DE;;1234 5678900386;P;0;DE;Thilo_Legrand@Dielheim.net;
1359;Florian Pratt;Herr;Gruenlingweg 186;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Pratt@Wiesloch.net;
1360;Juan Ryan;Sr.;125 Fuenlabrada;;28017;Madrid;ES;;914782397;P;10;ES;Juan_Ryan@Madrid.net;
1361;Irmtraut Leisert;Frau;Max-Planck-Str. 134;;63150;Heusenstamm;DE;;06104 554433;P;15;DE;Irmtraut_Leisert@Heusenstamm.net;
1362;Jean-Luc Zimmermann;Herr;35 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;0;FR;Jean-Luc_Zimmermann@Paris.net;
1363;Kurt Barth;Dr.;Waldmann 231;;69207;Kurt;DE;;06221 922 053;P;5;DE;Kurt_Barth@Kurt.net;
1364;Theresia Simonen;Frau;Arndtstrasse 197;;71116;Gaertringen;DE;;07034 / 299934;P;10;DE;Theresia_Simonen@Gaertringen.net;
1365;Chantal Koslowski;Mme;93 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;15;FR;Chantal_Koslowski@Vlizy.net;
1366;Cindy Waldmann;Mrs;98 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;0;EN;Cindy_Waldmann@Arlington.net;
1367;Thomas Madeira;Mr.;159 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;5;EN;Thomas_Madeira@Chicago.net;
1368;Anneliese Leisert;Frau;Am Deich 240;;23056;Buxtehude;DE;;02033 897;P;10;DE;Anneliese_Leisert@Buxtehude.net;
1369;Roland Picard;Herr;Gemeindestr. 65;;79761;Waldshut;DE;;07751 800753;P;15;DE;Roland_Picard@Waldshut.net;
1370;Stephen Sessler;Herr;Arionweg 243;;68723;Schwetzingen;DE;;06202 12345;P;0;DE;Stephen_Sessler@Schwetzingen.net;
1371;Sophie Illner;Frau;Mutterstadter Str. 239;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Illner@Schifferstadt.net;
1372;Christa Vrsic;Frau;Ausserhalb 253;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;10;DE;Christa_Vrsic@Seeheim-Jugenheim.net;
1373;Guenther Goelke;Herr;Jacobistrasse 228;;79104;Freiburg;DE;;0761 475633;P;15;DE;Guenther_Goelke@Freiburg.net;
1374;Ulla Hoffen;Frau;Gruenlingweg 34;;69180;Wiesloch;DE;;06222 12345;P;0;DE;Ulla_Hoffen@Wiesloch.net;
1375;Sophie Koller;Frau;Mutterstadter Str. 46;;67105;Schifferstadt;DE;;0049 6235 93317;P;5;DE;Sophie_Koller@Schifferstadt.net;
1376;Lothar Hunter;Herr;Hauptstr. 250;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Hunter@Walldorf.net;
1377;Achim Sisko;Herr;Rankestr. 262;;76137;Karlsruhe;DE;;0721 37758;P;15;DE;Achim_Sisko@Karlsruhe.net;
1378;Anne-Marie Koller;Frau;Marktplatz 10;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Koller@Nuernberg.net;
1379;Irmtraut Gueldenpfennig;Frau;Max-Planck-Str. 126;;63150;Heusenstamm;DE;;06104 554433;P;5;DE;Irmtraut_Gueldenpfennig@Heusenstamm.net;
1380;Christine Schneider;Frau;Emil-Heckel-Str. 95;;68163;Mannheim;DE;;0621/812547;P;10;DE;Christine_Schneider@Mannheim.net;
1381;Gisela Lindwurm;Frau;Goeckinghofstr. 198;;58332;Schwelm;DE;;02336/934587;P;15;DE;Gisela_Lindwurm@Schwelm.net;
1382;Christoph Benz;Mr;116 Federal Avenue;;17844;Washington;US;;221 784 4478;P;0;EN;Christoph_Benz@Washington.net;
1383;Theresia Lindwurm;Frau;Arndtstrasse 146;;71116;Gaertringen;DE;;07034 / 299934;P;5;DE;Theresia_Lindwurm@Gaertringen.net;
1384;Amelie Illner;Frau;Froschstr. 99;;68753;Amelie;DE;;07254 953350;P;10;DE;Amelie_Illner@Amelie.net;
1385;Christa Buchholm;Frau;Ausserhalb 245;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;15;DE;Christa_Buchholm@Seeheim-Jugenheim.net;
1386;Anne-Marie Miguel;Frau;Marktplatz 189;;90419;Nuernberg;DE;Bay;0911 584 365;P;0;DE;Anne-Marie_Miguel@Nuernberg.net;
1387;Illya Sudhoff;Herr;Im Warmet 172;;69231;Rauenberg;DE;;0800 700707;P;5;DE;Illya_Sudhoff@Rauenberg.net;
1388;Horst Marshall;Herr;Elzstrasse 67;;79312;Emmendingen;DE;;07641 927813;P;10;DE;Horst_Marshall@Emmendingen.net;
1389;Uli Hansmann;Frau;Franz-Marc-Str. 211;;70111;Reutlingen;DE;;0734 372509;P;15;DE;Uli_Hansmann@Reutlingen.net;
1390;Salvador Buchholm;Sr.;254 Piedad;;41006;Sevilla;ES;;953345728;P;0;ES;Salvador_Buchholm@Sevilla.net;
1391;Georg Sisko;Herr;Caspar-David-Friedrich-Str. 10;;69190;Walldorf;DE;;06227/57188;P;5;DE;Georg_Sisko@Walldorf.net;
1392;Prof. Dr. Friedrich Prinz;Herr;Friedensallee 164;;63263;Neu-Isenburg;DE;;06227 12345;P;10;DE;Friedrich_Prinz@Neu-Isenburg.net;
1393;Juan Delon;Sr.;179 Fuenlabrada;;28017;Madrid;ES;;914782397;P;15;ES;Juan_Delon@Madrid.net;
1394;Johannes Heller;Herr;Leichhof 205;;55128;Mainz;DE;;06131 125627;P;0;DE;Johannes_Heller@Mainz.net;
1395;Juan Zimmermann;Sr.;41 Fuenlabrada;;28017;Madrid;ES;;914782397;P;5;ES;Juan_Zimmermann@Madrid.net;
1396;Anne-Marie Leisert;Frau;Marktplatz 153;;90419;Nuernberg;DE;Bay;0911 584 365;P;10;DE;Anne-Marie_Leisert@Nuernberg.net;
1397;Christoph Madeira;Mr;166 Federal Avenue;;17844;Washington;US;;221 784 4478;P;15;EN;Christoph_Madeira@Washington.net;
1398;Amelie Matthaeus;Frau;Froschstr. 177;;68753;Amelie;DE;;07254 953350;P;0;DE;Amelie_Matthaeus@Amelie.net;
1399;Peter Weiss;Herr;Karl-Marx-Allee 236;;16233;Potsdam;DE;;03224 78655;P;5;DE;Peter_Weiss@Potsdam.net;
1400;Lee Marshall;Mr.;17 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Marshall@Boulder.net;
1401;Amelie Henry;Frau;Froschstr. 47;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Henry@Amelie.net;
1402;Christine Kreiss;Frau;Emil-Heckel-Str. 191;;68163;Mannheim;DE;;0621/812547;P;0;DE;Christine_Kreiss@Mannheim.net;
1403;Laura Buchholm;Frau;Raupelsweg 217;;60118;Mainz;DE;;06221 934 432;P;5;DE;Laura_Buchholm@Mainz.net;
1404;Carmel Weiss;Dr.;21 Oak Street;;07666;Teaneck;US;;973-331-3069;P;10;EN;Carmel_Weiss@Teaneck.net;
1405;Ulla Wohl;Frau;Gruenlingweg 92;;69180;Wiesloch;DE;;06222 12345;P;15;DE;Ulla_Wohl@Wiesloch.net;
1406;Kurt Neubasler;Dr.;Waldmann 218;;69207;Kurt;DE;;06221 922 053;P;0;DE;Kurt_Neubasler@Kurt.net;
1407;Astrid Delon;Frau;Karl-Schwaner-Str. 157;;68219;Mannheim;DE;;0621 801740;P;5;DE;Astrid_Delon@Mannheim.net;
1408;Thilo Henry;Herr;Zwischergasse 131;;23496;Dielheim;DE;;1234 5678900386;P;10;DE;Thilo_Henry@Dielheim.net;
1409;Laura Mechler;Frau;Raupelsweg 145;;60118;Mainz;DE;;06221 934 432;P;15;DE;Laura_Mechler@Mainz.net;
1410;Kurt Delon;Dr.;Waldmann 226;;69207;Kurt;DE;;06221 922 053;P;0;DE;Kurt_Delon@Kurt.net;
1411;Ida Fischmann;Frau;Dudweilerstr. 271;;66386;St. Ingbert;DE;;06894 194285;P;5;DE;Ida_Fischmann@St.Ingbert.net;
1412;Thomas Legrand;Mr.;260 Lake Shore Drive;;60657;Chicago;US;IL;312 781 8000;P;10;EN;Thomas_Legrand@Chicago.net;
1413;Juan Fischmann;Sr.;82 Fuenlabrada;;28017;Madrid;ES;;914782397;P;15;ES;Juan_Fischmann@Madrid.net;
1414;Matthias Trensch;Herr;Gartenstr. 44;;69123;Heidelberg;DE;;07254 6442;P;0;DE;Matthias_Trensch@Heidelberg.net;
1415;Stephen Mechler;Herr;Arionweg 12;;68723;Schwetzingen;DE;;06202 12345;P;5;DE;Stephen_Mechler@Schwetzingen.net;
1416;Friedrich Heller;Herr;Friedensallee 275;;63263;Neu-Isenburg;DE;;06227 12345;P;10;DE;Friedrich_Heller@Neu-Isenburg.net;
1417;Amelie Weiss;Frau;Froschstr. 130;;68753;Amelie;DE;;07254 953350;P;15;DE;Amelie_Weiss@Amelie.net;
1418;Andrej Vrsic;Herr;188 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;0;DE;Andrej_Vrsic@Ljubljana.net;
1419;Fabio Cesari;Mr.;Via Giulio Cesare 155;;00195;Roma;IT;;3452738785;P;5;IT;Fabio_Cesari@Roma.net;
1420;Christa Goelke;Frau;Ausserhalb 39;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;10;DE;Christa_Goelke@Seeheim-Jugenheim.net;
1421;Uli Barth;Frau;Franz-Marc-Str. 122;;70111;Reutlingen;DE;;0734 372509;P;15;DE;Uli_Barth@Reutlingen.net;
1422;Matthias Gueldenpfennig;Herr;Gartenstr. 152;;69123;Heidelberg;DE;;07254 6442;P;0;DE;Matthias_Gueldenpfennig@Heidelberg.net;
1423;Thilo Eichbaum;Herr;Zwischergasse 257;;23496;Dielheim;DE;;1234 5678900386;P;5;DE;Thilo_Eichbaum@Dielheim.net;
1424;Johannes Gutenberg;Herr;Leichhof 120;;55128;Mainz;DE;;06131 125627;P;10;DE;Johannes_Gutenberg@Mainz.net;
1425;Adam Buchholm;Herr;Heidelberger Str. 24;;69483;Wald-Michelbach;DE;;06207 4138;P;15;DE;Adam_Buchholm@Wald-Michelbach.net;
1426;Jean-Luc Eichbaum;Herr;104 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;0;FR;Jean-Luc_Eichbaum@Paris.net;
1427;Adam Babilon;Herr;Heidelberger Str. 138;;69483;Wald-Michelbach;DE;;06207 4138;P;5;DE;Adam_Babilon@Wald-Michelbach.net;
1428;Lothar Koller;Herr;Hauptstr. 124;;69180;Walldorf;DE;;06227 12345;P;10;DE;Lothar_Koller@Walldorf.net;
1429;Gisela Sudhoff;Frau;Goeckinghofstr. 187;;58332;Schwelm;DE;;02336/934587;P;15;DE;Gisela_Sudhoff@Schwelm.net;
1430;Jean-Luc Heller;Herr;69 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;0;FR;Jean-Luc_Heller@Paris.net;
1431;Hendrik Jeremias;Herr;Auf dem Huegel 49;;75757;Elsenz;DE;;07272 757575;P;5;DE;Hendrik_Jeremias@Elsenz.net;
1432;Christa Heller;Frau;Ausserhalb 235;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;10;DE;Christa_Heller@Seeheim-Jugenheim.net;
1433;Claire Pratt;Frau;Meerfeldstr. 143;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;15;DE;Claire_Pratt@Mannheim-Lindenhof.net;
1434;Guenther Illner;Herr;Jacobistrasse 129;;79104;Freiburg;DE;;0761 475633;P;0;DE;Guenther_Illner@Freiburg.net;
1435;Christoph Kirk;Mr;170 Federal Avenue;;17844;Washington;US;;221 784 4478;P;5;EN;Christoph_Kirk@Washington.net;
1436;Lee Schneider;Mr.;144 17th St.;;09765;Boulder;US;;516-865-1547;P;10;EN;Lee_Schneider@Boulder.net;
1437;Peter Gueldenpfennig;Herr;Karl-Marx-Allee 176;;16233;Potsdam;DE;;03224 78655;P;15;DE;Peter_Gueldenpfennig@Potsdam.net;
1438;Holm Martin;Herr;Muehltalstr. 184;;69121;Heidelberg;DE;;06221 54321;P;0;DE;Holm_Martin@Heidelberg.net;
1439;Chantal Buchholm;Mme;209 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;5;FR;Chantal_Buchholm@Vlizy.net;
1440;Horst Moyano;Herr;Elzstrasse 162;;79312;Emmendingen;DE;;07641 927813;P;10;DE;Horst_Moyano@Emmendingen.net;
1441;Anna Simonen;Frau;Lerchenstr. 135;;86343;Koenigsbrunn;DE;;08912 44376;P;15;DE;Anna_Simonen@Koenigsbrunn.net;
1442;Chantal Weiss;Mme;97 rue Nieuport;;78140;Vlizy;FR;;0134 63 1919;P;0;FR;Chantal_Weiss@Vlizy.net;
1443;Guillermo Vrsic;Mr.;121 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;5;ES;Guillermo_Vrsic@Madrid.net;
1444;Allen Hunter;Mr.;269 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;10;EN;Allen_Hunter@N.Massapequa.net;
1445;Johannes Sessler;Herr;Leichhof 75;;55128;Mainz;DE;;06131 125627;P;15;DE;Johannes_Sessler@Mainz.net;
1446;Anna Delon;Frau;Lerchenstr. 89;;86343;Koenigsbrunn;DE;;08912 44376;P;0;DE;Anna_Delon@Koenigsbrunn.net;
1447;Roland Sisko;Herr;Gemeindestr. 222;;79761;Waldshut;DE;;07751 800753;P;5;DE;Roland_Sisko@Waldshut.net;
1448;Claire Koslowski;Frau;Meerfeldstr. 56;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;10;DE;Claire_Koslowski@Mannheim-Lindenhof.net;
1449;Ruth Hoffen;Frau;Melissenstr. 103;;41466;Neuss;DE;;02131 465750;P;15;DE;Ruth_Hoffen@Neuss.net;
1450;Achim Hoffen;Herr;Rankestr. 7;;76137;Karlsruhe;DE;;0721 37758;P;0;DE;Achim_Hoffen@Karlsruhe.net;
1451;Florian Detemple;Herr;Gruenlingweg 18;;69180;Wiesloch;DE;;06222 12345;P;5;DE;Florian_Detemple@Wiesloch.net;
1452;Gisela Kirk;Frau;Goeckinghofstr. 258;;58332;Schwelm;DE;;02336/934587;P;10;DE;Gisela_Kirk@Schwelm.net;
1453;Illya Ryan;Herr;Im Warmet 26;;69231;Rauenberg;DE;;0800 700707;P;15;DE;Illya_Ryan@Rauenberg.net;
1454;Cindy Kramer;Mrs;29 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;0;EN;Cindy_Kramer@Arlington.net;
